px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
5.54405	-8.31537	-2.9487	-2.38504	-0.77045	5.56465	-8.44845	5.5	-8.35	0.909045	1.81807	1.49743
5.6235	-8.22787	-2.82452	-2.41648	-0.761015	5.53862	-8.24357	5.55	-8.25	0.909045	1.81808	0
5.70053	-8.10505	-2.7879	-2.38428	-0.584954	5.64921	-8.02513	5.7	-8.1	2.72608	2.72608	2.33961
5.82915	-7.98658	-2.84905	-2.41654	-0.583383	5.85094	-7.95601	5.85	-7.95	2.72606	2.72606	0
5.92999	-7.87086	-2.83858	-2.40942	-0.488276	5.93492	-7.84119	5.95	-7.85	1.81801	1.81801	0.634492
6.05434	-7.75856	-2.87136	-2.43459	-0.48549	6.05986	-7.73559	6.05	-7.75	1.81802	1.81801	0
6.15037	-7.6439	-2.83507	-2.41373	-0.370241	6.13741	-7.63243	6.15	-7.65	1.81798	1.81798	0.909961
6.26422	-7.54321	-2.82496	-2.43353	-0.369795	6.25659	-7.54336	6.25	-7.55	1.81798	1.81798	0
6.37137	-7.43787	-2.80516	-2.43059	-0.311727	6.39143	-7.46358	6.35	-7.45	1.82027	1.82027	0.258154
6.47557	-7.34936	-2.75761	-2.44808	-0.313247	6.452	-7.36418	6.45	-7.35	1.82025	1.82025	0
6.60441	-7.267	-2.81838	-2.50891	-0.43242	6.47916	-7.09783	6.6	-7.25	2.99862	1.99908	1.69912
6.73268	-7.17079	-2.87356	-2.52829	-0.428182	6.7556	-7.14598	6.75	-7.15	2.99862	1.99908	0
6.78522	-7.05164	-2.64378	-2.43113	-0.139726	6.68682	-6.93297	6.8	-7.05	0.908005	1.816	6.61968
6.88803	-6.95764	-2.62717	-2.43657	-0.137853	6.86356	-6.94732	6.85	-6.95	0.908	1.81601	0
7.02693	-6.88505	-2.68137	-2.50394	-0.280606	7.08741	-6.92602	7	-6.85	2.72856	1.81904	1.70414
7.15344	-6.78372	-2.7234	-2.51381	-0.272561	7.15695	-6.75136	7.15	-6.75	2.72854	1.81902	0
7.2342	-6.67853	-2.58173	-2.45313	-0.0874549	7.29976	-6.68807	7.25	-6.65	1.8202	1.8202	2.79097
7.34928	-6.5792	-2.61058	-2.45431	-0.0819031	7.35505	-6.56058	7.35	-6.55	1.82018	1.82018	0
7.51859	-6.53775	-2.79956	-2.60042	-0.423943	7.53544	-6.5372	7.5	-6.5	2.99964	0.999884	9.69032
7.64357	-6.46425	-2.81426	-2.62164	-0.423339	7.65664	-6.46417	7.65	-6.45	2.99964	0.999884	0
7.7572	-6.38579	-2.73203	-2.62236	-0.371372	7.67559	-6.34628	7.75	-6.4	1.81709	0.908549	0.362578
7.87438	-6.32933	-2.67666	-2.65055	-0.384403	7.85193	-6.35845	7.85	-6.35	1.81709	0.908545	0
7.99393	-6.2596	-2.61941	-2.65698	-0.346664	8.03231	-6.28406	8	-6.25	2.72931	1.81954	0.197136
8.12969	-6.17742	-2.66112	-2.66673	-0.332167	8.13749	-6.14586	8.15	-6.15	2.72928	1.81952	0
8.20195	-6.09508	-2.42453	-2.60906	-0.154371	8.21488	-6.01843	8.25	-6.05	1.99977	1.99976	3.58065
8.32088	-6.00476	-2.49853	-2.59863	-0.12656	8.33626	-5.94674	8.35	-5.95	1.99977	1.99976	0
8.48134	-5.94873	-2.71869	-2.67518	-0.296118	8.50318	-5.89335	8.5	-5.9	2.72796	0.909326	3.43583
8.62665	-5.872	-2.75948	-2.68637	-0.287207	8.65894	-5.86309	8.65	-5.85	2.72796	0.909321	0
8.70889	-5.78098	-2.44891	-2.61495	-0.0806086	8.77185	-5.74314	8.75	-5.75	1.81776	1.81775	4.72714
8.83799	-5.68764	-2.5136	-2.60235	-0.0553126	8.85444	-5.64273	8.85	-5.65	1.81774	1.81773	0
8.92683	-5.60661	-2.39705	-2.55894	0.0531107	9.02394	-5.6024	8.95	-5.55	1.99657	1.99656	1.36911
9.03927	-5.51048	-2.46892	-2.53612	0.0819565	9.05088	-5.45385	9.05	-5.45	1.99654	1.99655	0
9.19005	-5.45195	-2.70473	-2.61772	-0.125818	9.04088	-5.29691	9.2	-5.4	2.72728	0.909094	5.3029
9.3281	-5.35848	-2.75497	-2.61237	-0.108306	9.34223	-5.32623	9.35	-5.35	2.72727	0.90909	0
9.40453	-5.25796	-2.4684	-2.53099	0.091468	9.39579	-5.21659	9.45	-5.25	1.81816	1.81815	4.14657
9.52711	-5.15987	-2.52407	-2.51405	0.109032	9.55303	-5.13194	9.55	-5.15	1.81813	1.81813	0
9.62165	-5.06957	-2.41545	-2.46988	0.202023	9.75019	-5.14652	9.65	-5.05	1.82036	1.82036	1.21984
9.73613	-4.96423	-2.47537	-2.44568	0.220745	9.7586	-4.93134	9.75	-4.95	1.82036	1.82037	0
9.82728	-4.86372	-2.40834	-2.39753	0.303527	9.9198	-4.86941	9.85	-4.85	1.81578	1.81577	0.709383
9.93251	-4.75978	-2.44939	-2.3744	0.312851	9.95641	-4.74358	9.95	-4.75	1.81575	1.81575	0
10.0122	-4.64511	-2.40125	-2.31296	0.40669	10.0029	-4.54771	10.05	-4.6	1.82039	2.7306	0.727493
10.1159	-4.5093	-2.50344	-2.27081	0.433684	10.1428	-4.45119	10.15	-4.45	1.8204	2.7306	0
10.2042	-4.39038	-2.53077	-2.23822	0.446354	10.1981	-4.26556	10.25	-4.3	1.81769	2.72652	0.163162
10.3126	-4.23206	-2.67192	-2.19387	0.472817	10.3644	-4.16342	10.35	-4.15	1.81768	2.7265	0
10.4471	-4.13993	-2.78173	-2.27088	0.245331	10.5985	-4.12247	10.45	-4.05	1.81792	1.81792	3.63272
10.5493	-3.99434	-2.85061	-2.24371	0.262514	10.5415	-3.9454	10.55	-3.95	1.8179	1.8179	0
10.6539	-3.86997	-2.87904	-2.23819	0.242491	10.7092	-3.85166	10.65	-3.85	1.81903	1.81904	0.0698323
10.7521	-3.74606	-2.8797	-2.22638	0.240772	10.7616	-3.75002	10.75	-3.75	1.81902	1.81903	0
10.7923	-3.60552	-2.70002	-2.1206	0.458799	10.795	-3.60617	10.8	-3.6	0.909773	2.72931	3.83916
10.8656	-3.47275	-2.70961	-2.09171	0.463399	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928	0
10.9768	-3.37603	-2.80041	-2.16355	0.234276	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	4.17974
11.058	-3.22191	-2.89324	-2.13556	0.255784	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0
11.096	-3.06863	-2.76954	-2.03503	0.461201	11.1178	-2.98807	11.1	-3	0.907725	2.72317	3.26369
11.1617	-2.90748	-2.82655	-1.99832	0.476339	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0
11.2134	-2.75467	-2.83051	-1.95171	0.520298	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	0.216521
11.2682	-2.58857	-2.8821	-1.91435	0.531523	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0
11.2014	-2.37788	-2.81058	-1.65013	1.08979	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	20.7115
11.1989	-2.23792	-2.76665	-1.58891	1.0913	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0
