px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
nan	nan	nan	nan	nan	102.081	15.8359	102.063	15.9949	1.04911	-0.512803	nan
nan	nan	nan	nan	nan	103.003	15.353	103.119	15.4967	1.11708	-0.508169	nan
nan	nan	nan	nan	nan	102.776	15.1195	103.119	15.4967	1.11708	-0.508169	nan
nan	nan	nan	nan	nan	104.114	15.2708	104.244	15.0064	1.19469	-0.498349	nan
nan	nan	nan	nan	nan	103.905	14.7607	104.244	15.0064	1.19469	-0.498349	nan
nan	nan	nan	nan	nan	105.541	14.4412	105.447	14.5293	1.28111	-0.481861	nan
nan	nan	nan	nan	nan	105.316	14.0026	105.447	14.5293	1.28111	-0.481861	nan
nan	nan	nan	nan	nan	106.831	14.0482	106.737	14.0724	1.37529	-0.457255	nan
nan	nan	nan	nan	nan	106.439	14.2401	106.737	14.0724	1.37529	-0.457255	nan
nan	nan	nan	nan	nan	108.084	13.6604	108.122	13.644	1.47592	-0.423202	nan
nan	nan	nan	nan	nan	108.131	13.6844	108.122	13.644	1.47592	-0.423202	nan
nan	nan	nan	nan	nan	109.534	13.5714	109.606	13.2536	1.58144	-0.378583	nan
nan	nan	nan	nan	nan	109.388	13.1556	109.606	13.2536	1.58144	-0.378583	nan
nan	nan	nan	nan	nan	111.063	12.5814	111.196	12.9118	1.69008	-0.322574	nan
nan	nan	nan	nan	nan	111.426	12.9557	111.196	12.9118	1.69008	-0.322574	nan
nan	nan	nan	nan	nan	112.913	12.4877	112.893	12.6299	1.7999	-0.254723	nan
nan	nan	nan	nan	nan	112.797	12.8241	112.893	12.6299	1.7999	-0.254723	nan
nan	nan	nan	nan	nan	114.801	12.5506	114.699	12.4195	1.90891	-0.175007	nan
nan	nan	nan	nan	nan	114.916	12.3187	114.699	12.4195	1.90891	-0.175007	nan
nan	nan	nan	nan	nan	116.687	12.1035	116.611	12.2921	2.01507	-0.0838683	nan
nan	nan	nan	nan	nan	116.871	12.0659	116.611	12.2921	2.01507	-0.0838683	nan
nan	nan	nan	nan	nan	118.953	12.0009	118.628	12.2586	2.11648	0.0177712	nan
nan	nan	nan	nan	nan	118.85	12.4063	118.628	12.2586	2.11648	0.0177712	nan
nan	nan	nan	nan	nan	120.695	12.2918	120.743	12.3289	2.21139	0.128528	nan
nan	nan	nan	nan	nan	120.934	12.1905	120.743	12.3289	2.21139	0.128528	nan
nan	nan	nan	nan	nan	123.568	12.8297	122.95	12.5114	2.29835	0.246599	nan
nan	nan	nan	nan	nan	123.142	12.7694	122.95	12.5114	2.29835	0.246599	nan
nan	nan	nan	nan	nan	124.894	12.7743	125.242	12.8125	2.37624	0.369827	nan
nan	nan	nan	nan	nan	125.376	12.9964	125.242	12.8125	2.37624	0.369827	nan
nan	nan	nan	nan	nan	127.853	13.3273	127.609	13.2365	2.44434	0.495787	nan
nan	nan	nan	nan	nan	127.506	13.153	127.609	13.2365	2.44434	0.495787	nan
nan	nan	nan	nan	nan	129.947	13.6963	130.042	13.7853	2.50232	0.621879	nan
nan	nan	nan	nan	nan	130.334	13.781	130.042	13.7853	2.50232	0.621879	nan
nan	nan	nan	nan	nan	132.092	14.507	132.53	14.458	2.55028	0.74543	nan
nan	nan	nan	nan	nan	132.447	14.3423	132.53	14.458	2.55028	0.74543	nan
nan	nan	nan	nan	nan	135.074	15.0475	135.066	15.2513	2.58865	0.863795	nan
nan	nan	nan	nan	nan	135.127	14.6575	135.066	15.2513	2.58865	0.863795	nan
nan	nan	nan	nan	nan	137.561	16.2147	137.639	16.1592	2.61821	0.974442	nan
nan	nan	nan	nan	nan	137.653	16.5145	137.639	16.1592	2.61821	0.974442	nan
nan	nan	nan	nan	nan	140.331	17.008	140.242	17.1733	2.63994	1.07503	nan
nan	nan	nan	nan	nan	140.305	17.5379	140.242	17.1733	2.63994	1.07503	nan
nan	nan	nan	nan	nan	142.888	17.9918	142.868	18.2829	2.65497	1.16346	nan
nan	nan	nan	nan	nan	142.626	18.1458	142.868	18.2829	2.65497	1.16346	nan
nan	nan	nan	nan	nan	145.392	19.1617	145.51	19.4754	2.66445	1.23795	nan
nan	nan	nan	nan	nan	145.789	19.3785	145.51	19.4754	2.66445	1.23795	nan
nan	nan	nan	nan	nan	148.251	20.4754	148.163	20.7364	2.66951	1.29702	nan
nan	nan	nan	nan	nan	148.146	20.9376	148.163	20.7364	2.66951	1.29702	nan
nan	nan	nan	nan	nan	150.686	22.1142	150.825	22.0502	2.67111	1.33953	nan
nan	nan	nan	nan	nan	150.649	21.8148	150.825	22.0502	2.67111	1.33953	nan
nan	nan	nan	nan	nan	153.422	23.4909	153.491	23.3999	2.66999	1.3647	nan
nan	nan	nan	nan	nan	153.466	22.9115	153.491	23.3999	2.66999	1.3647	nan
nan	nan	nan	nan	nan	156.047	24.8084	156.159	24.7682	2.66666	1.37208	nan
nan	nan	nan	nan	nan	156.009	25.0678	156.159	24.7682	2.66666	1.37208	nan
nan	nan	nan	nan	nan	158.905	26.0308	158.827	26.1372	2.66127	1.36157	nan
nan	nan	nan	nan	nan	159.014	26.1903	158.827	26.1372	2.66127	1.36157	nan
nan	nan	nan	nan	nan	161.412	27.4256	161.493	27.4891	2.65371	1.33344	nan
nan	nan	nan	nan	nan	161.529	27.8454	161.493	27.4891	2.65371	1.33344	nan
nan	nan	nan	nan	nan	163.625	28.7683	164.155	28.8064	2.64354	1.28825	nan
nan	nan	nan	nan	nan	164.116	29.315	164.155	28.8064	2.64354	1.28825	nan
nan	nan	nan	nan	nan	166.828	30.2062	166.809	30.0721	2.63006	1.22694	nan
nan	nan	nan	nan	nan	166.748	29.7121	166.809	30.0721	2.63006	1.22694	nan
nan	nan	nan	nan	nan	169.097	31.3717	169.452	31.2706	2.61238	1.15075	nan
nan	nan	nan	nan	nan	169.345	30.7063	169.452	31.2706	2.61238	1.15075	nan
nan	nan	nan	nan	nan	172.175	32.3404	172.079	32.3873	2.58945	1.06126	nan
nan	nan	nan	nan	nan	172.135	32.6666	172.079	32.3873	2.58945	1.06126	nan
